worker_id,assignment_id,abs_scu_id,abs_sent_id_1,text_1_html,text_2_html,text_1,prev_text_sent_id_1,prev_text_1,abs_sent_id_2,text_2,prev_text_sent_id_2,prev_text_2,year,topic,source,source-doc_1,source-doc_2,source-data,key,alignments
ROG,38F5OAUN5NDSOY9UNNN6KFWU7NM7H2,TAC2008~!~D0834-B-CDEF~!~26~!~SCU,TAC2008~!~D0834-B-CDEF~!~8,The ruling is <strong>binding</strong> only in one Pennsylvania district .,Legal experts <strong>described</strong> the ruling as a sharp defeat for the intelligent design movement -- one likely to have considerable influence with other judges although it has <strong>binding</strong> legal force only in one section of Pennsylvania .,The ruling is binding only in one Pennsylvania district.,TAC2008~!~D0834-B-CDEF~!~7,"He excoriated board members for lying in their testimony, for not bothering to understand intelligent design and for the ""breathtaking inanity of the Board's decision"".",TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94,Legal experts described the ruling as a sharp defeat for the intelligent design movement -- one likely to have considerable influence with other judges although it has binding legal force only in one section of Pennsylvania.,-1,------------------,TAC2008,D0834-B,doc-summ,reference_summary_sentence,source_document,docsumm-test,TAC2008~!~D0834-B-CDEF~!~8~!~TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94,"[{'sent1': [['TAC2008~!~D0834-B-CDEF~!~8~!~3~!~binding~!~7009', 'Where is something binding? - one Pennsylvania district', 'binding']], 'sent2': [['TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94~!~27~!~binding~!~5891', 'Where is something binding? - one section of Pennsylvania', 'binding']]}, {'sent1': [['TAC2008~!~D0834-B-CDEF~!~8~!~3~!~binding~!~7008', 'What is binding? - The ruling', 'binding']], 'sent2': [['TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94~!~27~!~binding~!~15218', 'What is binding? - the ruling', 'binding']]}]"
JZO,3YHH42UU5BGGSJS0T9HVXSFEGQVL0T,TAC2008~!~D0834-B-CDEF~!~26~!~SCU,TAC2008~!~D0834-B-CDEF~!~8,The ruling is <strong>binding</strong> only in one Pennsylvania district .,Legal experts <strong>described</strong> the ruling as a sharp defeat for the intelligent design movement -- one likely to have considerable influence with other judges although it has <strong>binding</strong> legal force only in one section of Pennsylvania .,The ruling is binding only in one Pennsylvania district.,TAC2008~!~D0834-B-CDEF~!~7,"He excoriated board members for lying in their testimony, for not bothering to understand intelligent design and for the ""breathtaking inanity of the Board's decision"".",TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94,Legal experts described the ruling as a sharp defeat for the intelligent design movement -- one likely to have considerable influence with other judges although it has binding legal force only in one section of Pennsylvania.,-1,------------------,TAC2008,D0834-B,doc-summ,reference_summary_sentence,source_document,docsumm-test,TAC2008~!~D0834-B-CDEF~!~8~!~TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94,"[{'sent1': [['TAC2008~!~D0834-B-CDEF~!~8~!~3~!~binding~!~7008', 'What is binding? - The ruling', 'binding']], 'sent2': [['TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94~!~27~!~binding~!~15218', 'What is binding? - the ruling', 'binding']]}, {'sent1': [['TAC2008~!~D0834-B-CDEF~!~8~!~3~!~binding~!~7009', 'Where is something binding? - one Pennsylvania district', 'binding']], 'sent2': [['TAC2008~!~D0834-B~!~LTW_ENG_20051220.0145~!~94~!~27~!~binding~!~5891', 'Where is something binding? - one section of Pennsylvania', 'binding']]}]"
ROG,30JNVC0OR9L2UGE9JMWCK6DPCDDHQ9,TAC2011~!~D1131-A-DEFH~!~12~!~SCU,TAC2011~!~D1131-A-DEFH~!~4,"Reefs are vital ecosystems which <strong>support</strong> diverse undersea populations , <strong>protect</strong> shores from storms and <strong>generate</strong> billions in trade and tourism dollars .  ","Fishing trawlers <strong>endanger</strong> the spiny dogfish , which <strong>travels</strong> in schools and is slow to <strong>reproduce</strong> .  ","Reefs are vital ecosystems which support diverse undersea populations, protect shores from storms and generate billions in trade and tourism dollars.  ",TAC2011~!~D1131-A-DEFH~!~3,Scientists warn that up to half of the world's coral reefs could disappear by 2045.,TAC2011~!~D1131-A-DEFH~!~17,"Fishing trawlers endanger the spiny dogfish, which travels in schools and is slow to reproduce.  ",TAC2011~!~D1131-A-DEFH~!~16,"Destruction of sea coral and other specific animal and plant species are under increasing scrutiny because of over harvesting, pollution, bleaching by warming temperatures and other destructive causes.  ",TAC2011,D1131-A-DEFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1131-A-DEFH~!~17~!~TAC2011~!~D1131-A-DEFH~!~4,{}
JZO,3IJXV6UZ1XK22C4T2J3XP8O98C2RIL,TAC2011~!~D1131-A-DEFH~!~12~!~SCU,TAC2011~!~D1131-A-DEFH~!~4,"Reefs are vital ecosystems which <strong>support</strong> diverse undersea populations , <strong>protect</strong> shores from storms and <strong>generate</strong> billions in trade and tourism dollars .  ","Fishing trawlers <strong>endanger</strong> the spiny dogfish , which <strong>travels</strong> in schools and is slow to <strong>reproduce</strong> .  ","Reefs are vital ecosystems which support diverse undersea populations, protect shores from storms and generate billions in trade and tourism dollars.  ",TAC2011~!~D1131-A-DEFH~!~3,Scientists warn that up to half of the world's coral reefs could disappear by 2045.,TAC2011~!~D1131-A-DEFH~!~17,"Fishing trawlers endanger the spiny dogfish, which travels in schools and is slow to reproduce.  ",TAC2011~!~D1131-A-DEFH~!~16,"Destruction of sea coral and other specific animal and plant species are under increasing scrutiny because of over harvesting, pollution, bleaching by warming temperatures and other destructive causes.  ",TAC2011,D1131-A-DEFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1131-A-DEFH~!~17~!~TAC2011~!~D1131-A-DEFH~!~4,{}
JZO,33CID57104UC9BRXCWZEZQDLJ2F3L6,,val332~!~0.txt~!~28819,"A suicide attack also <strong>hit</strong> a NATO military base in the capital Kabul , the day after protesters over - <strong>ran</strong> a U.N. mission in the northern city of Mazar - i - Sharif and <strong>killed</strong> seven foreign staff , in the deadliest attack on the UN in Afghanistan .","Afghan officials <strong>said</strong> at least 11 people were <strong>killed</strong> , <strong>including</strong> seven UN staff .","A suicide attack also hit a NATO military base in the capital Kabul, the day after protesters over-ran a U.N. mission in the northern city of Mazar-i-Sharif and killed seven foreign staff, in the deadliest attack on the UN in Afghanistan.",,------------------,val332~!~2.txt~!~20591,"Afghan officials said at least 11 people were killed, including seven UN staff.",,"Thousands of people took to the streets in Kandahar city on Saturday, a day after a deadly attack on UN staff.",,val332,doc-doc,,,silver-dev,val332~!~0.txt~!~28819~!~val332~!~2.txt~!~20591,"[{'sent1': [['val332~!~0.txt~!~28819~!~35~!~killed~!~10727', 'Who was killed? - seven foreign staff', 'killed']], 'sent2': [['val332~!~2.txt~!~20591~!~8~!~killed~!~17357', 'Who was killed? - seven UN staff', 'killed']]}]"
ROG,3KJYX6QCM9CQQU5GTLT726SC6XWJVA,,val332~!~0.txt~!~28819,"A suicide attack also <strong>hit</strong> a NATO military base in the capital Kabul , the day after protesters over - <strong>ran</strong> a U.N. mission in the northern city of Mazar - i - Sharif and <strong>killed</strong> seven foreign staff , in the deadliest attack on the UN in Afghanistan .","Afghan officials <strong>said</strong> at least 11 people were <strong>killed</strong> , <strong>including</strong> seven UN staff .","A suicide attack also hit a NATO military base in the capital Kabul, the day after protesters over-ran a U.N. mission in the northern city of Mazar-i-Sharif and killed seven foreign staff, in the deadliest attack on the UN in Afghanistan.",,------------------,val332~!~2.txt~!~20591,"Afghan officials said at least 11 people were killed, including seven UN staff.",,"Thousands of people took to the streets in Kandahar city on Saturday, a day after a deadly attack on UN staff.",,val332,doc-doc,,,silver-dev,val332~!~0.txt~!~28819~!~val332~!~2.txt~!~20591,"[{'sent1': [['val332~!~0.txt~!~28819~!~35~!~killed~!~10727', 'Who was killed? - seven foreign staff', 'killed']], 'sent2': [['val332~!~2.txt~!~20591~!~8~!~killed~!~17357', 'Who was killed? - seven UN staff', 'killed']]}]"
ROG,308XBLVESI5SF4QNW9BG3LKWDMARB4,,val603~!~5.txt~!~39161,Summitt 's 112 NCAA tournament <strong>wins</strong> is more than any other women 's coach .,"Summitt , who <strong>coached</strong> the Lady Volunteers for 38 years , <strong>won</strong> 1,098 games and is the leader in all - time wins by a Division I college basketball coach - men 's or women 's .",Summitt's 112 NCAA tournament wins is more than any other women's coach.,,Her teams appeared in 13 national championship games and are the only program to compete in every NCAA tournament since its inception in 1982.,val603~!~2.txt~!~41345,"Summitt, who coached the Lady Volunteers for 38 years, won 1,098 games and is the leader in all-time wins by a Division I college basketball coach - men's or women's.",,------------------,,val603,doc-doc,,,silver-dev,val603~!~2.txt~!~41345~!~val603~!~5.txt~!~39161,{}
JZO,3QL2OFSM96JQABQ1H2QU5LL4UARCNE,,val603~!~5.txt~!~39161,Summitt 's 112 NCAA tournament <strong>wins</strong> is more than any other women 's coach .,"Summitt , who <strong>coached</strong> the Lady Volunteers for 38 years , <strong>won</strong> 1,098 games and is the leader in all - time wins by a Division I college basketball coach - men 's or women 's .",Summitt's 112 NCAA tournament wins is more than any other women's coach.,,Her teams appeared in 13 national championship games and are the only program to compete in every NCAA tournament since its inception in 1982.,val603~!~2.txt~!~41345,"Summitt, who coached the Lady Volunteers for 38 years, won 1,098 games and is the leader in all-time wins by a Division I college basketball coach - men's or women's.",,------------------,,val603,doc-doc,,,silver-dev,val603~!~2.txt~!~41345~!~val603~!~5.txt~!~39161,"[{'sent1': [['val603~!~5.txt~!~39161~!~5~!~wins~!~8760', 'Who won? - Summitt', 'wins']], 'sent2': [['val603~!~2.txt~!~41345~!~11~!~won~!~8793', 'Who won something? - Summitt', 'won']]}]"
ROG,3B2X28YI3WGZTLS34L8ISQT0HZWB6Q,TAC2011~!~D1123-A-ADGH~!~10~!~SCU,TAC2011~!~D1123-A-ADGH~!~9,The rocket was probably <strong>fired</strong> by a Russian - <strong>made</strong> launcher from a nearby construction site .,"A rocket - <strong>propelled</strong> grenade ( RPG7 ) <strong>fired</strong> from a nearby construction site at 5:58am <strong>struck</strong> the third floor above the front entrance , <strong>damaged</strong> a bathroom , and shattered glass in nearby buildings .",The rocket was probably fired by a Russian-made launcher from a nearby construction site.,TAC2011~!~D1123-A-ADGH~!~8,The US embassy in Athens was struck by a shoulder-launched rocket-propelled grenade shortly before 6:00 a.m. Friday.,TAC2011~!~D1123-A-ADGH~!~17,"A rocket-propelled grenade (RPG7) fired from a nearby construction site at 5:58am struck the third floor above the front entrance, damaged a bathroom, and shattered glass in nearby buildings.",TAC2011~!~D1123-A-ADGH~!~16,"The rocket strike against the US embassy in Athens on Friday, January 12, 2007, seemed a symbolic gesture by domestic terrorists.",TAC2011,D1123-A-ADGH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1123-A-ADGH~!~17~!~TAC2011~!~D1123-A-ADGH~!~9,"[{'sent1': [['TAC2011~!~D1123-A-ADGH~!~9~!~4~!~fired~!~152', 'What might have been fired from something? - The rocket', 'fired']], 'sent2': [['TAC2011~!~D1123-A-ADGH~!~17~!~8~!~fired~!~2316', 'What was fired from something? - A rocket - propelled grenade', 'fired']]}, {'sent1': [['TAC2011~!~D1123-A-ADGH~!~9~!~4~!~fired~!~154', 'Where was something fired from something? - a nearby construction site', 'fired']], 'sent2': [['TAC2011~!~D1123-A-ADGH~!~17~!~8~!~fired~!~2317', 'What was something fired from? - a nearby construction site', 'fired']]}]"
JZO,3P59JYT76LLB763JH5N027IA711T2O,TAC2011~!~D1123-A-ADGH~!~10~!~SCU,TAC2011~!~D1123-A-ADGH~!~9,The rocket was probably <strong>fired</strong> by a Russian - <strong>made</strong> launcher from a nearby construction site .,"A rocket - <strong>propelled</strong> grenade ( RPG7 ) <strong>fired</strong> from a nearby construction site at 5:58am <strong>struck</strong> the third floor above the front entrance , <strong>damaged</strong> a bathroom , and shattered glass in nearby buildings .",The rocket was probably fired by a Russian-made launcher from a nearby construction site.,TAC2011~!~D1123-A-ADGH~!~8,The US embassy in Athens was struck by a shoulder-launched rocket-propelled grenade shortly before 6:00 a.m. Friday.,TAC2011~!~D1123-A-ADGH~!~17,"A rocket-propelled grenade (RPG7) fired from a nearby construction site at 5:58am struck the third floor above the front entrance, damaged a bathroom, and shattered glass in nearby buildings.",TAC2011~!~D1123-A-ADGH~!~16,"The rocket strike against the US embassy in Athens on Friday, January 12, 2007, seemed a symbolic gesture by domestic terrorists.",TAC2011,D1123-A-ADGH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1123-A-ADGH~!~17~!~TAC2011~!~D1123-A-ADGH~!~9,"[{'sent1': [['TAC2011~!~D1123-A-ADGH~!~9~!~4~!~fired~!~154', 'Where was something fired from something? - a nearby construction site', 'fired']], 'sent2': [['TAC2011~!~D1123-A-ADGH~!~17~!~3~!~propelled~!~3481', 'Where was something being propelled from? - a nearby construction site', 'propelled']]}, {'sent1': [['TAC2011~!~D1123-A-ADGH~!~9~!~4~!~fired~!~152', 'What might have been fired from something? - The rocket', 'fired']], 'sent2': [['TAC2011~!~D1123-A-ADGH~!~17~!~8~!~fired~!~2316', 'What was fired from something? - A rocket - propelled grenade', 'fired']]}]"
ROG,39O5D9O87TTJ67XRZJ6FW7NYPTV3CK,,37_12ecbplus~!~3~!~214,"A magnitude - 6 . 1 earthquake <strong>struck</strong> Indonesia's Aceh province on Tuesday at 07 : 37 a . m . UTC ( 3 : 37 a . m . EDT ) , <strong>killing</strong> at least one and <strong>leaving</strong> two others <strong>missing</strong> , the Associated Press <strong>reported</strong> .","Officials <strong>say</strong> at least 24 people were <strong>killed</strong> and more than 200 <strong>injured</strong> by the quake , which <strong>struck</strong> the western tip of Sumatra island on Tuesday .","A magnitude - 6 . 1 earthquake struck Indonesia's Aceh province on Tuesday at 07 : 37 a . m . UTC ( 3 : 37 a . m . EDT ) , killing at least one and leaving two others missing , the Associated Press reported .",,on July 02 2013 7 : 41 AM,37_6ecbplus~!~4~!~265,"Officials say at least 24 people were killed and more than 200 injured by the quake , which struck the western tip of Sumatra island on Tuesday .",,"Rescue operations are under way after a 6 . 1 magnitude earthquake hit Indonesia's Aceh province , flattening houses and causing landslides .",,37p,doc-doc,,,test,37_12ecbplus~!~3~!~214~!~37_6ecbplus~!~4~!~265,"[{'sent1': [['37_12ecbplus~!~3~!~214~!~7~!~struck~!~10357', 'What struck somewhere? - A magnitude - 6 . 1 earthquake', 'struck']], 'sent2': [['37_6ecbplus~!~4~!~265~!~18~!~struck~!~8719', 'What struck somewhere? - the quake', 'struck']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~7~!~struck~!~10358', ""Where did something strike? - Indonesia's Aceh province"", 'struck']], 'sent2': [['37_6ecbplus~!~4~!~265~!~18~!~struck~!~8720', 'Where did something strike? - the western tip of Sumatra island', 'struck']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~7~!~struck~!~16887', 'When did something strike somewhere? - Tuesday at 07 : 37 a . m . UTC', 'struck']], 'sent2': [['37_6ecbplus~!~4~!~265~!~18~!~struck~!~8721', 'When did something strike somewhere? - Tuesday', 'struck']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~33~!~killing~!~12381', ""Where did something kill someone? - Indonesia's Aceh province"", 'killing']], 'sent2': [['37_6ecbplus~!~4~!~265~!~7~!~killed~!~9458', 'Where was someone killed? - the western tip of Sumatra island', 'killed']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~33~!~killing~!~12380', 'What killed someone? - A magnitude - 6 . 1 earthquake', 'killing']], 'sent2': [['37_6ecbplus~!~4~!~265~!~7~!~killed~!~9457', 'How was someone killed? - by the quake', 'killed']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~33~!~killing~!~17549', 'When did something kill someone? - Tuesday at 07 : 37 a . m . UTC', 'killing']], 'sent2': [['37_6ecbplus~!~4~!~265~!~7~!~killed~!~9459', 'When was someone killed somewhere? - Tuesday', 'killed']]}]"
JZO,3QAVNHZ3EM5CTWQILBEOMYRRPC6LAJ,,37_12ecbplus~!~3~!~214,"A magnitude - 6 . 1 earthquake <strong>struck</strong> Indonesia's Aceh province on Tuesday at 07 : 37 a . m . UTC ( 3 : 37 a . m . EDT ) , <strong>killing</strong> at least one and <strong>leaving</strong> two others <strong>missing</strong> , the Associated Press <strong>reported</strong> .","Officials <strong>say</strong> at least 24 people were <strong>killed</strong> and more than 200 <strong>injured</strong> by the quake , which <strong>struck</strong> the western tip of Sumatra island on Tuesday .","A magnitude - 6 . 1 earthquake struck Indonesia's Aceh province on Tuesday at 07 : 37 a . m . UTC ( 3 : 37 a . m . EDT ) , killing at least one and leaving two others missing , the Associated Press reported .",,on July 02 2013 7 : 41 AM,37_6ecbplus~!~4~!~265,"Officials say at least 24 people were killed and more than 200 injured by the quake , which struck the western tip of Sumatra island on Tuesday .",,"Rescue operations are under way after a 6 . 1 magnitude earthquake hit Indonesia's Aceh province , flattening houses and causing landslides .",,37p,doc-doc,,,test,37_12ecbplus~!~3~!~214~!~37_6ecbplus~!~4~!~265,"[{'sent1': [['37_12ecbplus~!~3~!~214~!~7~!~struck~!~10357', 'What struck somewhere? - A magnitude - 6 . 1 earthquake', 'struck']], 'sent2': [['37_6ecbplus~!~4~!~265~!~18~!~struck~!~8719', 'What struck somewhere? - the quake', 'struck']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~7~!~struck~!~16887', 'When did something strike somewhere? - Tuesday at 07 : 37 a . m . UTC', 'struck']], 'sent2': [['37_6ecbplus~!~4~!~265~!~18~!~struck~!~8721', 'When did something strike somewhere? - Tuesday', 'struck']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~33~!~killing~!~17549', 'When did something kill someone? - Tuesday at 07 : 37 a . m . UTC', 'killing']], 'sent2': [['37_6ecbplus~!~4~!~265~!~7~!~killed~!~9459', 'When was someone killed somewhere? - Tuesday', 'killed']]}, {'sent1': [['37_12ecbplus~!~3~!~214~!~33~!~killing~!~12381', ""Where did something kill someone? - Indonesia's Aceh province"", 'killing']], 'sent2': [['37_6ecbplus~!~4~!~265~!~7~!~killed~!~9458', 'Where was someone killed? - the western tip of Sumatra island', 'killed']]}]"
WYG,336KAV9KYQT7OS2DRBAZAOAPM6GY2L,,2_2ecb~!~4~!~225,"On Friday , the organization behind the Academy Awards <strong>named</strong> Australian actor Hugh Jackman as the host of February 's annual show .","Okay , so it 's a bit of a stretch there , but regardless , today it was <strong>announced</strong> that one of our own , Hugh Jackman , will be the host of the ceremony , <strong>televised</strong> live on Sunday , February 22 , 2009 , from the Kodak Theatre at Hollywood and Highland Center on ABC .","On Friday , the organization behind the Academy Awards named Australian actor Hugh Jackman as the host of February 's annual show .",,"But when it works , as it did in 1992 when tough-guy actor Jack Palance did push-ups in front of comedian and host Billy Crystal , only to become the butt of Crystal 's jokes for the rest of the night , it makes for memorable moments .",2_9ecb~!~1~!~188,"Okay , so it 's a bit of a stretch there , but regardless , today it was announced that one of our own , Hugh Jackman , will be the host of the ceremony , televised live on Sunday , February 22 , 2009 , from the Kodak Theatre at Hollywood and Highland Center on ABC .",,"And the legitimization of funnybooks continues , as today the Academy of Motion Picture Arts and Sciences has announced that Wolverine himself will be hosting the 81st Academy Awards , proving once again that he 's the best there is at what he does - even hosting a major awards ceremony !",,2,doc-doc,,,dev,2_2ecb~!~4~!~225~!~2_9ecb~!~1~!~188,{}
Z2O,3NAPMVF0ZWGO986C42KZXBQSI9372T,,2_2ecb~!~4~!~225,"On Friday , the organization behind the Academy Awards <strong>named</strong> Australian actor Hugh Jackman as the host of February 's annual show .","Okay , so it 's a bit of a stretch there , but regardless , today it was <strong>announced</strong> that one of our own , Hugh Jackman , will be the host of the ceremony , <strong>televised</strong> live on Sunday , February 22 , 2009 , from the Kodak Theatre at Hollywood and Highland Center on ABC .","On Friday , the organization behind the Academy Awards named Australian actor Hugh Jackman as the host of February 's annual show .",,"But when it works , as it did in 1992 when tough-guy actor Jack Palance did push-ups in front of comedian and host Billy Crystal , only to become the butt of Crystal 's jokes for the rest of the night , it makes for memorable moments .",2_9ecb~!~1~!~188,"Okay , so it 's a bit of a stretch there , but regardless , today it was announced that one of our own , Hugh Jackman , will be the host of the ceremony , televised live on Sunday , February 22 , 2009 , from the Kodak Theatre at Hollywood and Highland Center on ABC .",,"And the legitimization of funnybooks continues , as today the Academy of Motion Picture Arts and Sciences has announced that Wolverine himself will be hosting the 81st Academy Awards , proving once again that he 's the best there is at what he does - even hosting a major awards ceremony !",,2,doc-doc,,,dev,2_2ecb~!~4~!~225~!~2_9ecb~!~1~!~188,"[{'sent1': [['2_2ecb~!~4~!~225~!~9~!~named~!~8164', 'When did someone name someone? - On Friday', 'named']], 'sent2': [['2_9ecb~!~1~!~188~!~18~!~announced~!~9816', 'When was something announced? - today', 'announced']]}, {'sent1': [['2_2ecb~!~4~!~225~!~9~!~named~!~8163', ""What did someone name someone as? - the host of February 's annual show"", 'named'], ['2_2ecb~!~4~!~225~!~9~!~named~!~16125', 'Who did someone name? - Hugh Jackman', 'named']], 'sent2': [['2_9ecb~!~1~!~188~!~18~!~announced~!~16676', 'What was announced? - that one of our own , Hugh Jackman , will be the host of the ceremony', 'announced']]}]"
WYG,3C2NJ6JBKAIDCTYZK91OT8CIIMCN2K,DUC2007~!~D0734-EFHJ~!~45~!~SCU,DUC2007~!~D0734-EFHJ~!~13,"Acupuncture was also being <strong>used</strong> to <strong>treat</strong> apoplexy , high blood pressure , weight problems , bedwetting , and infertility ; and for cosmetic surgery for face lifts and to <strong>remove</strong> lines around the eyes and wrinkles about the mouth .","Acupuncture has also been <strong>used</strong> for cosmetic therapy , addictions , weight problems , bedwetting , and acne .","Acupuncture was also being used to treat apoplexy, high blood pressure, weight problems, bedwetting, and infertility; and for cosmetic surgery for face lifts and to remove lines around the eyes and wrinkles about the mouth.",DUC2007~!~D0734-EFHJ~!~12,"NIH's list of potential successful acupuncture applications included addiction, rehabilitation after stroke, headaches, menstrual cramps, myofascial pain, back pain, osteoarthritis, carpal tunnel syndrome, and fibromyalgia.",DUC2007~!~D0734-EFHJ~!~20,"Acupuncture has also been used for cosmetic therapy, addictions, weight problems, bedwetting, and acne.",DUC2007~!~D0734-EFHJ~!~19,"Acupuncture is effective in some patients for tennis elbow, muscle pain and menstrual cramps.",DUC2007,D0734-EFHJ,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-test,DUC2007~!~D0734-EFHJ~!~13~!~DUC2007~!~D0734-EFHJ~!~20,"[{'sent1': [['DUC2007~!~D0734-EFHJ~!~13~!~4~!~used~!~190', 'what was being used? - Acupuncture', 'used']], 'sent2': [['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~4093', 'What has been used for something? - Acupuncture', 'used']]}, {'sent1': [['DUC2007~!~D0734-EFHJ~!~13~!~4~!~used~!~12593', 'What was something used for? - cosmetic surgery for face lifts', 'used']], 'sent2': [['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~14384', 'What has something been used for? - cosmetic therapy', 'used']]}, {'sent1': [['DUC2007~!~D0734-EFHJ~!~13~!~4~!~used~!~12594', 'What was something used for? - to treat apoplexy , high blood pressure , weight problems , bedwetting , and infertility', 'used']], 'sent2': [['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~14381', 'What has something been used for? - bedwetting', 'used'], ['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~14382', 'What has something been used for? - weight problems', 'used'], ['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~14383', 'What has something been used for? - addictions', 'used']]}]"
Z2O,3X66WABAJWJWNJDW152YMY8DNQN3G4,DUC2007~!~D0734-EFHJ~!~45~!~SCU,DUC2007~!~D0734-EFHJ~!~13,"Acupuncture was also being <strong>used</strong> to <strong>treat</strong> apoplexy , high blood pressure , weight problems , bedwetting , and infertility ; and for cosmetic surgery for face lifts and to <strong>remove</strong> lines around the eyes and wrinkles about the mouth .","Acupuncture has also been <strong>used</strong> for cosmetic therapy , addictions , weight problems , bedwetting , and acne .","Acupuncture was also being used to treat apoplexy, high blood pressure, weight problems, bedwetting, and infertility; and for cosmetic surgery for face lifts and to remove lines around the eyes and wrinkles about the mouth.",DUC2007~!~D0734-EFHJ~!~12,"NIH's list of potential successful acupuncture applications included addiction, rehabilitation after stroke, headaches, menstrual cramps, myofascial pain, back pain, osteoarthritis, carpal tunnel syndrome, and fibromyalgia.",DUC2007~!~D0734-EFHJ~!~20,"Acupuncture has also been used for cosmetic therapy, addictions, weight problems, bedwetting, and acne.",DUC2007~!~D0734-EFHJ~!~19,"Acupuncture is effective in some patients for tennis elbow, muscle pain and menstrual cramps.",DUC2007,D0734-EFHJ,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-test,DUC2007~!~D0734-EFHJ~!~13~!~DUC2007~!~D0734-EFHJ~!~20,"[{'sent1': [['DUC2007~!~D0734-EFHJ~!~13~!~4~!~used~!~190', 'what was being used? - Acupuncture', 'used']], 'sent2': [['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~4093', 'What has been used for something? - Acupuncture', 'used']]}, {'sent1': [['DUC2007~!~D0734-EFHJ~!~13~!~6~!~treat~!~13807', 'What was being treated with something? - bedwetting', 'treat']], 'sent2': [['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~14381', 'What has something been used for? - bedwetting', 'used']]}, {'sent1': [['DUC2007~!~D0734-EFHJ~!~13~!~6~!~treat~!~13808', 'What was being treated with something? - weight problems', 'treat']], 'sent2': [['DUC2007~!~D0734-EFHJ~!~20~!~4~!~used~!~14382', 'What has something been used for? - weight problems', 'used']]}]"
